file_name,box.0,box.1,box.2,box.3,text,label
92081358_1359.json,138,178,216,191,DIVISION:,question
92081358_1359.json,512,275,535,288,80%,answer
92081358_1359.json,520,320,536,333,5%,answer
92081358_1359.json,607,291,624,303,5%,answer
92081358_1359.json,601,305,622,317,10%,answer
92081358_1359.json,600,334,635,347,100%,answer
92081358_1359.json,346,482,357,494,0,answer
92081358_1359.json,442,481,460,492,0%,answer
92081358_1359.json,345,498,358,509,8,answer
92081358_1359.json,439,496,457,508,3%,answer
92081358_1359.json,333,513,356,525,162,answer
92081358_1359.json,434,512,456,524,53%,answer
92081358_1359.json,340,529,355,539,76,answer
92081358_1359.json,433,528,455,538,25%,answer
92081358_1359.json,430,556,462,568,100%,answer
92081358_1359.json,432,543,455,554,19%,answer
92081358_1359.json,339,544,357,553,57,answer
92081358_1359.json,333,555,353,567,303,answer
92081358_1359.json,368,618,416,625,Liquor,answer
92081358_1359.json,202,542,263,555,ANNUALS,question
92081358_1359.json,203,555,248,568,TOTAL,question
92081358_1359.json,425,452,435,467,%,question
92081358_1359.json,698,801,717,873,92081358,other
92081358_1359.json,301,67,541,114,URBAN CENTER INITIATIVE ASSIGNMENT PROFILE,header
92081358_1359.json,99,20,209,33,11/30/93 17:07,other
92081358_1359.json,237,19,334,34,708 369 1422,other
92081358_1359.json,404,16,492,29,LORILLARD CHI,other
92081358_1359.json,667,7,738,25,002/003 ,other
92081358_1359.json,245,175,343,188,Chicago South,answer
92081358_1359.json,136,199,668,236,LIST THE INFORMATION BELOW AS IT PERTAINS TO THE URBAN CENTER PORTION OF YOUR ASSIGNMENT ONLY:,question
92081358_1359.json,138,249,341,261,POPULATION COMPOSITION:,header
92081358_1359.json,231,279,314,291,% BLACK =,question
92081358_1359.json,234,293,341,306,% HISPANIC =,question
92081358_1359.json,237,309,324,321,% WHITE =,question
92081358_1359.json,234,321,316,336,% OTHER ,question
92081358_1359.json,235,337,315,350,% TOTAL =,question
92081358_1359.json,138,366,298,382,% OF RETAIL CALLS:,question
92081358_1359.json,332,364,451,379,247- classifIed,answer
92081358_1359.json,341,381,423,394,57- annual,answer
92081358_1359.json,138,392,544,409,APPROXIMATE % OF RETAIL CALLS SECURED BY GLASS:,question
92081358_1359.json,567,392,677,405,45% (136 calls),answer
92081358_1359.json,139,425,332,438,RETAIL CALL FREQUENCY:,question
92081358_1359.json,314,453,374,467,# CALLS,question
92081358_1359.json,220,485,266,497,50/ YR,question
92081358_1359.json,218,493,264,511,25/ YR,question
92081358_1359.json,220,513,264,526,12/ YR,question
92081358_1359.json,227,529,268,542,6/ YR,question
92081358_1359.json,140,585,340,598,PRIMARY CLASS OF TRADE:,question
92081358_1359.json,362,584,503,597,Convenience/ Grocery,answer
92081358_1359.json,141,615,358,628,SECONDARY CLASS OF TRADE:,question
92081358_1359.json,140,654,710,670,"PRIMARY DISTRIBUTION CHANNEL (E. G. JOBBER, SUB- JOBBER MEMBERSHIP",question
92081358_1359.json,142,672,382,686,"CLUB, CASH & CARRY, ETC...):",question
92081358_1359.json,411,670,567,685,*Jobber/ Membership,answer
92081358_1359.json,143,699,690,757,* A number of stores are part of an Arab owned collective that gets a large order delivered from a jobber and then distributes the cigarettes to each store.,other
