file_name,box.0,box.1,box.2,box.3,text,label
0060136394.json,226,412,269,423,SIGNED,question
0060136394.json,520,411,554,424,DATE,question
0060136394.json,506,356,549,367,TOTAL:,question
0060136394.json,35,309,144,340,,other
0060136394.json,208,145,250,159,CLIENT,question
0060136394.json,207,172,266,183,PROGRAM,question
0060136394.json,247,196,300,207,STATIONS,question
0060136394.json,246,221,295,235,,question
0060136394.json,85,20,123,37,RS#39,other
0060136394.json,36,10,56,18,RS,other
0060136394.json,56,77,113,84,Accounting,other
0060136394.json,209,57,716,131,"Batten, Barton, Durstine & Osborn INCORPORATED CHANGE IN RADIO SCHEDULE",header
0060136394.json,654,10,715,74,WHAS 11/3/56 10/26/57,other
0060136394.json,309,134,629,155,THE AMERICAN TOBACCO COMPANY (LUCKY STRIKE),answer
0060136394.json,313,165,434,181,1/2 HOUR PROGRAMES,answer
0060136394.json,309,191,519,210,"WHAS LOUISVILLE, KENTUCKY",answer
0060136394.json,310,218,413,233,CONTRACT #1032,answer
0060136394.json,175,240,633,257,"ENTIRE SCHEDULE CANCELLED LAST BROADCAST SATURDAY, APRIL 13, 1957",other
0060136394.json,176,271,348,284,REVISED CONTRACT TOTALS.,question
0060136394.json,359,296,520,311,24 @ $ 150.00 TIME,answer
0060136394.json,359,324,531,342,24 @ $ 125.00 NET TALENT,answer
0060136394.json,561,351,639,368,$ 6.600.00,answer
0060136394.json,584,408,680,424,"APRIL 1,1957",answer
0060136394.json,309,409,404,424,HOPE MARTINEZ,answer
0060136394.json,54,439,131,453,Form No. RA 905,other
0060136394.json,34,152,158,223,"GEN'L ACCT DEPT. APTEKICKSER MURIEL, KAMNIT PRE MALARA (2) HOPE MARTINEZ",other
0060136394.json,36,94,144,139,M. BOGGIANO Director) FRANK TOWERS,other
