file_name,box.0,box.1,box.2,box.3,text,label
92039708_9710.json,96,115,120,130,TO:,question
92039708_9710.json,96,141,141,158,FROM:,question
92039708_9710.json,96,193,160,211,SUBJECT:,question
92039708_9710.json,687,767,700,834,92039708,other
92039708_9710.json,487,119,624,133,SUBMISSION DATE,header
92039708_9710.json,451,145,548,163,MAY 27 ☐,question
92039708_9710.json,451,165,548,185,JUN 24 ☐,question
92039708_9710.json,580,147,669,164,AUG 26 ☐,question
92039708_9710.json,580,165,669,186,OCT 07 ☐,question
92039708_9710.json,184,196,490,213,MAVERICK SPECIALS- PROGRESS REPORT,answer
92039708_9710.json,186,116,261,130,R. B. SPELL,answer
92039708_9710.json,95,270,242,287,EFFECTIVENESS OF:,question
92039708_9710.json,254,270,623,291,Pre- Sell Booklet /Coupon Maverick /Harley B1 G1 F,answer
92039708_9710.json,101,292,264,311,(Report on May 27 only),other
92039708_9710.json,95,313,164,327,PRE- SELL,question
92039708_9710.json,94,457,232,474,BOOKLET/ COUPON,question
92039708_9710.json,94,605,278,620,MAVERICK/ HARLEY B1 G1 F,question
92039708_9710.json,102,746,380,761,COMPETITIVE PROMOTIONAL ACTIVITY,question
92039708_9710.json,99,764,263,781,(Report on May 27 only),other
92039708_9710.json,94,786,661,806,Average Coupon Buydown Value On Targeted Brands (Doral/ Basic/ Monarch/ Cambridge/ GPC,header
92039708_9710.json,216,820,376,840,PACKS ☐,question
92039708_9710.json,218,852,377,871,CARTONS ☐,question
92039708_9710.json,649,908,691,922,1 of 3,other
