file_name,box.0,box.1,box.2,box.3,text,label
91903177.json,96,127,120,141,TO:,question
91903177.json,96,154,138,169,FROM:,question
91903177.json,317,553,359,568,ITEMS,header
91903177.json,317,649,362,660,URBAN,question
91903177.json,328,744,357,755,198–,question
91903177.json,626,915,686,930,09-Apr-96,other
91903177.json,675,763,692,830,91903177,other
91903177.json,78,916,132,933,REQFORM,other
91903177.json,229,126,317,141,K. A. SPARROW,answer
91903177.json,504,127,586,141,DATE TO NYO:,question
91903177.json,96,180,195,196,DIV. NAME/ NO:,question
91903177.json,282,235,478,250,SPECIAL EVENT REQUEST FORM,header
91903177.json,94,289,201,304,NAME OF EVENT:,question
91903177.json,94,314,204,330,* DATE OF EVENT:,question
91903177.json,94,369,271,383,SAMPLES/ ITEMS REQUIRED:,question
91903177.json,286,369,475,384,SAMPLE 10'S (400 PACKS PER CASE),answer
91903177.json,317,422,372,436,# CASES,header
91903177.json,94,448,175,462,NEWPORT K. S.,question
91903177.json,94,462,182,476,NEWPORT 100'S,question
91903177.json,95,475,201,489,NEWPORT LTS K. S.,question
91903177.json,92,489,200,503,NEWPORT LTS. 100,question
91903177.json,317,450,386,465,KENT III K. S.,question
91903177.json,317,462,387,477,KENT III 100,question
91903177.json,317,475,373,489,TRUE K. S.,question
91903177.json,317,489,372,503,KENT K. S.,question
91903177.json,318,503,372,516,KENT 100,question
91903177.json,500,450,596,464,KENT GL LTS K S.,question
91903177.json,501,464,571,477,KENT GL 100,question
91903177.json,499,553,638,570,QUANTITY REQUIRED,question
91903177.json,316,581,422,596,WATER BOTTLES,question
91903177.json,317,609,426,624,BANNER(S) (4 x 8),question
91903177.json,316,634,426,650,GENERAL MARKET,question
91903177.json,314,662,436,677,SPANISH LANGUAGE,question
91903177.json,92,714,146,730,SHIP TO:,header
91903177.json,94,742,270,757,CUSTOMER SHIPPING NUMBER,question
91903177.json,92,782,166,797,NYO ONLY:,header
91903177.json,94,809,357,824,DATE FORWARDED PROMOTION SERVICES:,question
91903177.json,91,862,481,878,* PLEASE ALLOW 6 WEEKS FOR PROCESSING YOUR REQUEST.,other
