file_name,box.0,box.1,box.2,box.3,text,label
0030041455.json,327,237,340,251,5,answer
0030041455.json,330,272,341,287,0,answer
0030041455.json,324,115,338,129,2,answer
0030041455.json,742,885,766,912,A,other
0030041455.json,198,38,487,60,KOOL & GPC GOLF BAG SURVEY,header
0030041455.json,52,113,162,132,Section Number,question
0030041455.json,53,148,270,166,Section Sales Manager's Name,question
0030041455.json,341,149,422,166,Peter Hatch,answer
0030041455.json,50,201,598,222,Please place the following order for KOOL and/ or GPC Golf Bags for my Section:,question
0030041455.json,60,239,174,254,KOOL Golf Bags,answer
0030041455.json,71,272,171,291,GPC Golf Bags,answer
0030041455.json,53,324,635,363,Send the completed survey to Linda Daniels in Field Supply via fax (502- 568- 7189) OR CC: Mail no later than June 7.,other
0030041455.json,53,383,105,395,0022A wk4,other
