file_name,box.0,box.1,box.2,box.3,text,label
01191071_1072.json,241,128,288,140,OPTION,question
01191071_1072.json,548,126,580,138,PAGE,question
01191071_1072.json,392,146,415,159,SHB,answer
01191071_1072.json,547,148,565,160,03,answer
01191071_1072.json,596,110,636,122,(AUTO),other
01191071_1072.json,663,821,681,914,207422272,other
01191071_1072.json,213,822,256,840,Date:,question
01191071_1072.json,176,849,257,866,Attention:,question
01191071_1072.json,178,875,258,890,Company:,question
01191071_1072.json,188,927,256,942,Subject:,question
01191071_1072.json,292,822,357,839,11/12/96,answer
01191071_1072.json,287,68,432,85,MEMORY STORAGE REPORT,other
01191071_1072.json,518,71,657,85,(NOV 12 96 05:49PM,other
01191071_1072.json,68,126,174,143,FILE FILE TYPE,question
01191071_1072.json,70,145,181,163,083 MEMORY TX,answer
01191071_1072.json,389,130,435,140,TEL NO.,question
01191071_1072.json,452,502,636,519,REMAINING CALL CAPACITY 299,other
01191071_1072.json,243,718,475,808,"Facsimile Transmission Legal Department 120 Park Avenue New York, NY 10017- 5592",header
01191071_1072.json,314,613,402,671,PM PHILIP MORRIS,header
01191071_1072.json,292,847,515,865,John J. Mulderig C/O Mike Baker,answer
01191071_1072.json,289,872,518,894,Philip Morris Management Corp.,answer
01191071_1072.json,294,900,390,918,816/545-7473,answer
01191071_1072.json,292,925,386,944,Fax Received,answer
01191071_1072.json,203,900,256,917,Fax #:,question
