file_name,box.0,box.1,box.2,box.3,text,label
12052385.json,54,41,100,54,KOOL,question
12052385.json,54,107,155,126,DESCRIPTION:,question
12052385.json,54,224,132,238,SUPPLIER:,question
12052385.json,553,527,637,545,CUMULATIVE,question
12052385.json,195,568,227,583,JAN,answer
12052385.json,678,950,744,968,466024372,other
12052385.json,548,884,671,906,466024372,other
12052385.json,430,35,527,55,PROJECT NO.,question
12052385.json,558,31,653,51,1987- 144- K,other
12052385.json,58,55,193,72,0595- 529- 1510 -0,answer
12052385.json,197,100,625,125,KMDP ANALYSIS UTILIZING BLACK SWITCHING STUDY DATA,answer
12052385.json,200,177,278,195,C. B. Pugh,answer
12052385.json,200,218,308,235,Market Facts,answer
12052385.json,198,258,372,280,"12, 500 (10- 15- 87)",answer
12052385.json,460,275,659,296,CARRYOVER TO 1988 -- 0,other
12052385.json,55,179,165,196,MR PERSONNEL:,question
12052385.json,55,262,194,279,AUTHORIZED COST:,question
12052385.json,75,517,151,551,RELEASED TO ACCTG,question
12052385.json,292,509,389,548,PAID OUT OF 1987 BUDGET,question
12052385.json,5,950,228,970,PRODUCED FROM B&W WEB SITE,other
