file_name,box.0,box.1,box.2,box.3,text,label
91161344_91161347.json,123,71,145,86,TO:,question
91161344_91161347.json,123,143,179,158,PRODUCT,question
91161344_91161347.json,244,143,269,158,EF1,answer
91161344_91161347.json,243,174,309,189,5546/478,answer
91161344_91161347.json,120,279,175,292,Alabama,question
91161344_91161347.json,120,296,170,308,Alaska,question
91161344_91161347.json,120,309,175,319,Arizona,question
91161344_91161347.json,118,322,184,335,Arkansas,question
91161344_91161347.json,118,337,196,347,California,question
91161344_91161347.json,116,352,181,362,Colorada,question
91161344_91161347.json,118,365,201,378,Connecticut,question
91161344_91161347.json,118,380,181,395,Delaware,question
91161344_91161347.json,115,409,173,422,Florida,question
91161344_91161347.json,116,427,171,442,Georgia,question
91161344_91161347.json,116,440,164,453,Hawaii,question
91161344_91161347.json,234,279,247,292,x,answer
91161344_91161347.json,236,309,246,317,x,answer
91161344_91161347.json,234,324,247,334,,answer
91161344_91161347.json,234,341,246,351,x,answer
91161344_91161347.json,234,354,244,364,x,answer
91161344_91161347.json,234,369,246,381,x,answer
91161344_91161347.json,234,385,246,395,x,answer
91161344_91161347.json,234,399,247,409,x,answer
91161344_91161347.json,233,427,246,439,x,answer
91161344_91161347.json,463,281,473,293,x,answer
91161344_91161347.json,460,297,475,309,x,answer
91161344_91161347.json,460,311,472,323,x,answer
91161344_91161347.json,460,346,468,356,x,answer
91161344_91161347.json,457,359,469,367,x,answer
91161344_91161347.json,460,374,468,382,x,answer
91161344_91161347.json,458,389,470,397,x,answer
91161344_91161347.json,458,404,471,411,x,answer
91161344_91161347.json,460,417,470,427,x,answer
91161344_91161347.json,457,447,469,457,x,answer
91161344_91161347.json,460,460,472,468,x,answer
91161344_91161347.json,460,475,470,485,x,answer
91161344_91161347.json,457,490,469,502,x,answer
91161344_91161347.json,458,507,468,517,x,answer
91161344_91161347.json,458,522,468,529,x,answer
91161344_91161347.json,458,537,468,545,x,answer
91161344_91161347.json,691,299,699,312,x,answer
91161344_91161347.json,689,316,699,324,x,answer
91161344_91161347.json,689,329,697,339,x,answer
91161344_91161347.json,689,344,697,354,x,answer
91161344_91161347.json,689,370,697,383,x,answer
91161344_91161347.json,689,402,699,412,x,answer
91161344_91161347.json,689,417,697,425,x,answer
91161344_91161347.json,688,432,698,442,x,answer
91161344_91161347.json,689,460,696,470,x,answer
