file_name,box.0,box.1,box.2,box.3,text,label
0060207528.json,66,240,134,254,CONTRACT:,question
0060207528.json,64,271,118,284,CLIENT:,question
0060207528.json,66,327,118,342,MARKET:,question
0060207528.json,316,419,336,446,9,answer
0060207528.json,459,419,498,444,45,answer
0060207528.json,601,415,643,440,54,answer
0060207528.json,594,443,635,457,TOTAL,question
0060207528.json,429,443,516,458,ILLUMINATED,question
0060207528.json,291,444,347,461,REGULAR,question
0060207528.json,67,489,110,506,D.E.C,question
0060207528.json,66,536,112,550,S.P.V.,question
0060207528.json,122,478,199,503,534.1,answer
0060207528.json,355,853,426,867,SIGNATURE,question
0060207528.json,356,895,391,910,DATE,question
0060207528.json,423,799,695,866,,answer
0060207528.json,67,911,98,925,ATT.,other
0060207528.json,542,476,616,498,527.6,answer
0060207528.json,146,43,589,69,"LAURENCE, CHARLES, FREE & LAWSON, INC.",header
0060207528.json,176,73,558,92,"260 MADISON AVENUE, NEW YORK, NY 10016 (212) 213- 4646",other
0060207528.json,208,133,498,151,30- SHEET POSTING COMPLETION REPORT FORM,header
0060207528.json,64,162,630,210,PLEASE RETURN TWO (2) COPIES OF THE LOCATION LIST ALONG WITH TWO (2) COPIES OF THIS COMPLETION REPORT FORM TO THE ATTENTION OF MR. JOSEPH VAZQUEZ AT THE ABOVE ADDRESS,other
0060207528.json,158,239,236,256,A- 530- 1059,answer
0060207528.json,130,267,341,286,THE AMERICAN TOBACCO COMPANY,answer
0060207528.json,158,295,308,313,PALL MALL RED LIGHTS,answer
0060207528.json,67,299,148,314,BRAND NAME:,question
0060207528.json,147,331,218,347,Akron OH.,answer
0060207528.json,205,358,380,376,"Patrick Media Group, Inc",answer
0060207528.json,170,380,284,413,F 75 GRP,answer
0060207528.json,64,356,177,374,PLANT OPERATOR:,question
0060207528.json,64,387,161,404,SIZE SHOWING:,question
0060207528.json,66,430,191,450,NUMBER OF PANELS,header
0060207528.json,531,500,630,515,PLANT AVERAGE,question
0060207528.json,531,545,634,564,PLANT AVERAGE,question
0060207528.json,67,591,366,610,DATE POSTERS RECEIVED FROM LITHOGRAPHER:,question
0060207528.json,385,567,471,608,6/ 27/ 89,answer
0060207528.json,64,620,169,637,POSTER DESIGN:,question
0060207528.json,187,616,485,639,THE TASTE BREAKS THROUGH,answer
0060207528.json,67,649,238,665,SCHEDULED POSTING DATE:,question
0060207528.json,272,645,327,665,7/ 16/ 89,answer
0060207528.json,263,665,347,697,7/ 21/ 89,answer
0060207528.json,66,677,239,695,DATE POSTING COMPLETED:,question
0060207528.json,221,718,669,795,"THIS WILL CERTIFY THAT I HAVE EXAMINED THE RECORDS OF OUR BILLPOSTERS, AND VERIFY THAT ALL LOCATIONS LISTED ON THE ATTACHED LOCATION LIST WERE PROPERLY POSTED WITH THE CORRECT DESIGN WITHIN FIVE WORKING DAYS OF THE POSTING DATE ACCEPTED ON THE CONTRACT",other
0060207528.json,434,865,633,884,Plant Manager/ Posting Supt,question
0060207528.json,411,880,509,922,2/ 25/ 89,answer
