file_name,box.0,box.1,box.2,box.3,text,label
92327794.json,151,319,181,339,TO:,question
92327794.json,153,349,198,366,FROM:,question
92327794.json,151,379,198,392,DATE:,question
92327794.json,663,8,705,25,P.1/8,other
92327794.json,513,414,526,429,8,answer
92327794.json,696,761,718,829,92327794,other
92327794.json,145,12,482,30,Jul 22 93 02:42PM LORILLARD TOBACCO 919 373 6917,other
92327794.json,100,63,311,136,Lorillard TOBACCO COMPANY,header
92327794.json,306,120,646,135,"2525E Market Street, P.O. Box 21688, Greensboro, North Carolina 27420 1688",other
92327794.json,369,224,482,239,VIA FACSIMILE,header
92327794.json,239,296,347,332,(919) 378- 001 Ron Goldbrenner,answer
92327794.json,234,346,329,359,Becky Hayden,answer
92327794.json,239,372,334,387,"July 22, 1993",answer
92327794.json,153,417,493,432,NUMBER OF PAGES (INCLUDING COVER SHEET):,question
92327794.json,151,445,304,462,OUR FAX NUMBER IS:,question
92327794.json,321,444,438,462,(919) 373- 6917,answer
92327794.json,150,566,479,598,"IF YOU DO NOT RECEIVE ANY OF THE PAGES, PLEASE CALL",question
92327794.json,153,593,641,625,AT (919) AT THE GREENSBORO BRANCH AS SOON AS POSSIBLE.,question
92327794.json,150,640,237,655,THANK YOU.,other
