file_name,box.0,box.1,box.2,box.3,text,label
93380187.json,43,79,188,130,FAXED,other
93380187.json,99,151,144,166,FROM:,question
93380187.json,97,178,128,193,TO:,question
93380187.json,99,210,130,225,CC:,question
93380187.json,335,277,372,292,TRUE,answer
93380187.json,329,496,381,509,"560,000",answer
93380187.json,207,792,265,802,PROVIDENCE,answer
93380187.json,204,807,249,817,CAMDEN,answer
93380187.json,208,825,254,834,CONCORD,answer
93380187.json,204,837,265,850,SPRINGFIELD,answer
93380187.json,205,855,259,865,BALTIMORE,answer
93380187.json,90,822,139,834,HARTFORD,answer
93380187.json,88,853,139,863,SYRACUSE,answer
93380187.json,88,870,145,880,ROCHESTER,answer
93380187.json,88,916,130,926,BUFFALO,answer
93380187.json,295,901,308,911,DC,other
93380187.json,204,918,265,927,WILMINGTON,answer
93380187.json,88,931,127,943,ALBANY,answer
93380187.json,445,825,514,850,57288,answer
93380187.json,457,852,494,865,1143,answer
93380187.json,593,804,621,876,,other
93380187.json,199,118,419,136,COUPON CODE REGISTRATION FORM,header
93380187.json,457,93,555,159,-95 92,other
93380187.json,560,85,627,101,EXHIBIT ,other
93380187.json,201,148,304,169,MICHELLE LEPRE,answer
93380187.json,204,180,278,198,V. M. LOSITO,answer
93380187.json,202,211,306,226,S. A. RAPISARLDI,answer
93380187.json,202,226,271,244,J BAYLIES,answer
93380187.json,201,243,301,262,K. P. AUGUSTYN,answer
93380187.json,328,225,411,246,M. McGLYNN,answer
93380187.json,99,275,253,290,- BRAND(S) APPLICABLE,question
93380187.json,97,307,188,322,- MEDIA TYPE,question
93380187.json,97,337,192,350,- MEDIA NAME,question
93380187.json,97,368,265,383,- ISSUE FREQUENCY/YEAR,question
93380187.json,97,398,202,416,- SPACE/COLOR,question
93380187.json,94,430,242,446,- COUPON ISSUE DATE,question
93380187.json,96,461,273,479,- COUPON EXPIRATION DATE,question
93380187.json,94,494,197,507,- CIRCULATION,question
93380187.json,94,525,256,540,- GEOGRAPHICAL AREA(S),question
93380187.json,94,555,204,571,- COUPON VALUE,question
93380187.json,91,584,247,602,- PACK AND/OR CARTON,question
93380187.json,91,617,294,633,- ADVERTISING CREATIVE TITLE,question
93380187.json,93,663,260,680,- SIGNATURE OF INITIATOR,question
93380187.json,93,695,202,708,- -DATE INITIATED,question
93380187.json,88,722,271,741,ANALYTICAL REQUIREMENTS:,question
93380187.json,102,757,216,772,TRUE CORE AREAS,question
93380187.json,334,308,509,323,SALES FORCE APPLIED - IRC,answer
93380187.json,332,433,392,446,MAY 1992,answer
93380187.json,332,464,378,479,8 /31 /92,answer
93380187.json,332,525,474,542,TRUE CORE MARKETS *,answer
93380187.json,331,555,356,571,50c,answer
93380187.json,331,587,371,602,PACK,answer
93380187.json,329,654,542,690,Michell ,answer
93380187.json,328,695,430,711,"JANUARY 8, 1992",answer
93380187.json,328,805,482,822,FOA CONTROL USE ONLY:,header
93380187.json,326,837,429,852,CODE ASSIGNED:,question
93380187.json,326,855,410,867,JOE NUMBER:,question
93380187.json,325,868,439,881,EST. REDEMPTION:,question
93380187.json,464,864,527,888,80 %,answer
93380187.json,91,775,169,787,TOTAL NEW YORK,answer
93380187.json,205,777,295,787,TOTAL NEW JERSEY,answer
93380187.json,88,792,145,802,NEW HAVEN,answer
93380187.json,91,805,160,818,TOTAL BOSTON,answer
93380187.json,88,837,191,850,TOTAL SAN FRANCISCO,answer
93380187.json,88,883,181,894,TOTAL PHILADELPHIA,answer
93380187.json,88,900,162,912,TOTAL CHICAGO,answer
93380187.json,202,931,336,943,REGION 15 x SAN BERNADINO,answer
93380187.json,201,900,294,913,TOTAL WASHINGTON,answer
93380187.json,202,883,274,896,TOTAL DETROIT,answer
93380187.json,207,870,272,882,"PORTLAND, ME",answer
