file_name,box.0,box.1,box.2,box.3,text,label
0060255888.json,402,190,429,203,Date:,question
0060255888.json,402,230,447,244,Contact:,question
0060255888.json,73,235,114,248,Agency:,question
0060255888.json,71,288,121,301,Address:,question
0060255888.json,73,342,108,353,Client:,question
0060255888.json,73,398,119,411,Products:,question
0060255888.json,303,504,323,517,20,answer
0060255888.json,304,518,322,531,30,answer
0060255888.json,303,531,323,544,60,answer
0060255888.json,303,545,321,558,20,answer
0060255888.json,306,560,323,573,30,answer
0060255888.json,306,574,321,587,60,answer
0060255888.json,236,50,447,92,AMERICAN BROADCASTING COMPANY TELEVISION NETWORK,header
0060255888.json,222,99,461,136,"1330 Avenue of the Americas, New York, New York 10019 LT - 7777",other
0060255888.json,455,182,588,198,"October 9, 1968",answer
0060255888.json,464,216,623,233,Mr. Mary Goldsmith,answer
0060255888.json,138,221,217,235,BBDO Inc.,answer
0060255888.json,135,274,435,289,383 Madison Avenue New York 10017,answer
0060255888.json,137,327,310,344,American Tobacco Co.,answer
0060255888.json,137,378,306,394,Tareyton Cigarettes,answer
0060255888.json,73,451,279,466,Script(s) (and/ or story board(s)) cleared:,header
0060255888.json,138,503,303,518,Phone Booth :,question
0060255888.json,140,518,304,533,Phone Booth :,question
0060255888.json,138,532,304,547,Phone Booth :,question
0060255888.json,138,547,303,560,ECU :,question
0060255888.json,138,561,304,574,ECU :,question
0060255888.json,138,575,305,589,ECU :,question
0060255888.json,130,613,676,645,THESE COMMERCIALS CANNOT BE SCHEDULED UNTIL THIS DEPARTMENT HAS BEEN NOTIFIED OF THEIR CODE NUMBERS.,other
0060255888.json,75,665,534,682,PLEASE NOTIFY THIS DEPARTMENT OF ANY CHANGES THE CODE NUMBER(S).,other
0060255888.json,74,689,510,722,"Final approval is, of course, dependent upon our screening the finished film(s), and upon time and placement of the commercial(s).",other
0060255888.json,82,855,198,868,XER. 257/ REV 6/ 68,other
0060255888.json,123,817,169,835,JP/ gb,other
0060255888.json,405,744,605,859,Sincerely. American Broadcasting Company Judse Price Department of BROADCAST STANDARDS AND PRACTICES,other
