file_name,box.0,box.1,box.2,box.3,text,label
00860012_00860014.json,253,66,299,113,,other
00860012_00860014.json,390,126,403,139,4,answer
00860012_00860014.json,376,152,407,167,3212,other
00860012_00860014.json,546,155,559,168,"D,",other
00860012_00860014.json,568,154,614,168,Sereta,other
00860012_00860014.json,176,221,205,235,B121,other
00860012_00860014.json,473,173,529,187,SIGNATURE,question
00860012_00860014.json,543,147,642,190,,answer
00860012_00860014.json,43,362,96,377,EXPLOSIVE,question
00860012_00860014.json,45,385,95,398,FLAMMABLE,question
00860012_00860014.json,46,404,113,421,RADIOACTIVE,question
00860012_00860014.json,77,440,109,451,SOLID,question
00860012_00860014.json,123,439,134,447,X,answer
00860012_00860014.json,70,454,112,467,LIQUID,question
00860012_00860014.json,45,469,108,480,PRESSURIZED,question
00860012_00860014.json,293,454,324,467,COLOR,question
00860012_00860014.json,219,450,258,467,Brown,answer
00860012_00860014.json,693,768,710,853,00860012,other
00860012_00860014.json,637,429,694,440,DESSICATOR,question
00860012_00860014.json,635,444,673,457,FREEZER,question
00860012_00860014.json,635,459,666,472,OTHER,question
00860012_00860014.json,613,387,626,400,☑,other
00860012_00860014.json,306,68,553,119,HAZLETON LABORATORIES AMERICA INC,header
00860012_00860014.json,587,73,750,111,9200 LEESBURG TURNPIKE VIENNA VIRGINIA 22180 USA,other
00860012_00860014.json,38,74,169,96,PROJECT SHEET,other
00860012_00860014.json,126,126,252,141,"December 13, 1983",answer
00860012_00860014.json,46,128,108,144,DATE ISSUED,question
00860012_00860014.json,284,133,372,146,PROJECT SHEET NO,question
00860012_00860014.json,483,134,568,149,PROJECT NO.,question
00860012_00860014.json,591,124,644,140,642 149,answer
00860012_00860014.json,426,151,534,167,PROJECT COORDINATOR,question
00860012_00860014.json,52,166,360,183,14 Day Single Dose Subacute Toxicity Study,other
00860012_00860014.json,45,149,211,163,STUDY TITLE & PROPOSAL NUMBER,question
00860012_00860014.json,46,190,129,205,TEST MATERIAL (S),question
00860012_00860014.json,423,194,478,207,LOT NO (s),question
00860012_00860014.json,532,194,610,208,RECEIPT DATE (s),question
00860012_00860014.json,668,194,732,209,LH NUMBER (s),question
00860012_00860014.json,532,222,592,237,11 18 83,answer
00860012_00860014.json,665,222,709,237,21 017,answer
00860012_00860014.json,46,271,169,285,PERFORMING DEPARTMENTS,question
00860012_00860014.json,57,285,227,302,Acute/ Dermal Toxicology,answer
00860012_00860014.json,180,274,303,287,(4 COPIES EACH DIRECTOR),other
00860012_00860014.json,425,274,633,291,ORIGINAL SIGNED PROJECT SHEETS TO PSO,header
00860012_00860014.json,479,299,582,312,FIXED DISTRIBUTION:,header
00860012_00860014.json,598,299,676,311,(1 COPY TO EACH),other
00860012_00860014.json,620,316,730,366,LAB ANIMAL MEDICINE QUALITY ASSURANCE CONTRACTS Sponsor,other
00860012_00860014.json,434,316,539,369,DIR OF LIFE SCIENCES HEALTH SERVICES COMPOUND PREP (TOX) SCIENTIFIC RES (TOX),other
00860012_00860014.json,46,332,209,347,PROTECTIVE PRECAUTIONS REQUIRED,question
00860012_00860014.json,170,345,268,359,HAZARDOUS COMPOUND,header
00860012_00860014.json,215,367,308,380,CARCINOGEN (OSHA),question
00860012_00860014.json,218,385,312,400,CARCINOGEN (OTHER),question
00860012_00860014.json,425,376,589,402,FOLLOW DEPARTMENT AND COMPANY SAFETY MANUALS,question
00860012_00860014.json,426,409,530,424,STORAGE CONDITIONS,question
00860012_00860014.json,441,426,520,439,STORE IN DARK,question
00860012_00860014.json,432,440,549,456,☑ REFRIGERATOR 8 C,answer
00860012_00860014.json,441,458,536,469,ROOM TEMPERATURE,question
00860012_00860014.json,443,472,618,486,SPECIAL INSTRUCTIONS WHILE DOSING,question
00860012_00860014.json,190,489,599,508,"to be performed in Acute /Dermal Toxicology, building 18.",question
00860012_00860014.json,101,542,642,575,"This project sheet is issued to correct Project Sheet which was issued on December 6, 1983 to Project Sheet No 3 instead of 2.",answer
00860012_00860014.json,94,719,518,738,Material Safety Data Sheet is attached to Project Sheet 1.,answer
00860012_00860014.json,52,892,124,905,NO ,other
00860012_00860014.json,49,487,175,502,EXPERIMENTAL PROCEDURES,question
00860012_00860014.json,45,425,162,436,PHYSICAL DESCRIPTION:,header
