file_name,box.0,box.1,box.2,box.3,text,label
81749056_9057.json,58,123,82,134,TO:,question
81749056_9057.json,61,149,101,162,FROM:,question
81749056_9057.json,61,206,116,223,SUBJECT:,question
81749056_9057.json,438,143,451,155,X,answer
81749056_9057.json,132,334,165,351,None,answer
81749056_9057.json,70,240,157,251,DISTRIBUTION,header
81749056_9057.json,96,617,140,628,PACKING,question
81749056_9057.json,309,610,323,624,%,question
81749056_9057.json,503,605,514,619,%,question
81749056_9057.json,219,641,239,653,542,answer
81749056_9057.json,219,657,241,667,475,answer
81749056_9057.json,222,672,240,682,479,answer
81749056_9057.json,218,685,241,703,451,answer
81749056_9057.json,304,638,328,650,22%,answer
81749056_9057.json,306,654,329,665,19%,answer
81749056_9057.json,307,670,328,684,19%,answer
81749056_9057.json,307,689,332,699,18%,answer
81749056_9057.json,402,635,424,646,365,answer
81749056_9057.json,402,651,424,664,346,answer
81749056_9057.json,405,669,425,680,371,answer
81749056_9057.json,407,685,426,699,355,answer
81749056_9057.json,497,632,522,644,36%,answer
81749056_9057.json,499,649,521,663,34%,answer
81749056_9057.json,500,682,521,695,35%,answer
81749056_9057.json,499,666,521,679,36%,answer
81749056_9057.json,72,676,100,690,100's,answer
81749056_9057.json,477,534,509,545,2.471,answer
81749056_9057.json,480,563,509,581,"1,020",answer
81749056_9057.json,210,829,231,846,30,answer
81749056_9057.json,203,861,213,874,$,other
81749056_9057.json,289,830,311,841,20,answer
81749056_9057.json,363,829,385,842,30,answer
81749056_9057.json,214,861,236,873,3.00,answer
81749056_9057.json,102,831,142,845,PACKS,question
81749056_9057.json,106,861,161,874,CARTONS,question
81749056_9057.json,197,812,243,826,DORAL,question
81749056_9057.json,280,809,319,822,BASIC,question
81749056_9057.json,354,811,393,823,G.P.C,question
81749056_9057.json,346,920,391,938,12/8/97,other
81749056_9057.json,687,752,715,861,81749056,other
81749056_9057.json,65,77,297,94,12/08/97 09: 01 FAX 1 732 583 8977,other
81749056_9057.json,354,76,559,90,LORILLARD TOE CO NYO - SALES,other
81749056_9057.json,607,74,666,89,002/ 003,other
81749056_9057.json,111,121,176,134,S. P. ZOLOT,answer
81749056_9057.json,109,149,181,160,S. P. McBride,answer
81749056_9057.json,58,178,147,190,AREA REGION:,question
81749056_9057.json,359,141,396,158,DEC 8,question
81749056_9057.json,361,170,400,184,JAN 19,question
81749056_9057.json,436,109,544,124,SUBMISSION DATE,header
81749056_9057.json,525,140,563,155,FEB 23,question
81749056_9057.json,152,203,554,219,MAVERICK SPECIALS NON- MENTHOL- EXPANSION PROGRESS REPORT,answer
81749056_9057.json,159,177,191,187,1/ 20,answer
81749056_9057.json,63,259,550,280,DIRECT ACCOUNTS PROJECTED TO ACCEPT WHICH REFUSED ONE OR MORE PACKING,other
81749056_9057.json,89,302,205,317,NAME OF ACCOUNT,question
81749056_9057.json,235,289,309,316,# OF STORES SUPPLIED,question
81749056_9057.json,323,302,352,327,BOX 80's,question
81749056_9057.json,367,303,415,326,LT. BOX 80's,question
81749056_9057.json,433,304,462,316,100's,question
81749056_9057.json,488,301,517,326,LT. 100's,question
81749056_9057.json,537,303,565,316,K. S.,question
81749056_9057.json,591,297,615,320,LT. K. S.,question
81749056_9057.json,65,533,390,554,TOTAL # OF INDEPENDENT SPECIAL EMPHASIS OUTLETS:,question
81749056_9057.json,70,566,392,584,TOTAL # OF INDEPENDENT NEWPORT #1 CLUB OUTLETS:,question
81749056_9057.json,175,601,285,636,TOTAL # OF SP EMPHASIS OUTLEIS WITH DISTRIBUTION,question
81749056_9057.json,345,597,479,632,TOTAL # OF NUMBER ONE CLUB OUTLETS WITH DISTRIBUTION,question
81749056_9057.json,69,641,121,657,BOX 80's,answer
81749056_9057.json,69,660,143,673,LT. BOX 80's,answer
81749056_9057.json,72,694,116,707,LT. 100's,answer
81749056_9057.json,69,710,96,722,K. S.,answer
81749056_9057.json,72,724,118,739,LT. K. S.,answer
81749056_9057.json,78,756,312,773,COMPETITIVE PROMOTIONAL ACTIVITY,header
81749056_9057.json,68,783,580,804,PREDOMINANT BUYDOWN VALUE OF TARGETED BRANDS (DORAL G. P. C/ BASIC),question
81749056_9057.json,101,874,168,887,(Where Applicable),other
81749056_9057.json,87,926,172,942,Mav- nm- 1. xls,other
81749056_9057.json,584,919,657,933,Page 1 of 2,other
81749056_9057.json,283,859,312,870,$ 2.00,answer
81749056_9057.json,360,857,389,870,$ 3.00,answer
