file_name,box.0,box.1,box.2,box.3,text,label
0011505151.json,53,31,100,46,CAPRI,question
0011505151.json,50,102,158,120,DESCRIPTION:,question
0011505151.json,54,145,131,163,SUPPLIER:,question
0011505151.json,545,901,675,932,466009457,other
0011505151.json,448,381,497,396,"47,218",answer
0011505151.json,454,397,499,410,"9,442",answer
0011505151.json,447,409,499,424,"14,165",answer
0011505151.json,503,398,528,412,-Pd.,other
0011505151.json,567,497,659,512,CUMULATIVE,question
0011505151.json,205,556,234,569,DEC,question
0011505151.json,207,573,235,584,FEB,question
0011505151.json,349,547,384,560,9.442,answer
0011505151.json,342,559,389,570,21.240,answer
0011505151.json,342,570,389,581,3068230.682,other
0011505151.json,587,560,646,581,77.900,answer
0011505151.json,54,43,190,60,,answer
0011505151.json,447,21,540,38,PROJECT NO.,question
0011505151.json,581,17,680,33,1987- 115- CA,answer
0011505151.json,254,91,614,112,CAPRI EXPANSION A&U - CALIFORNIA - WAVE 4.,answer
0011505151.json,257,140,479,156,Kapuler Marketing Research,answer
0011505151.json,54,175,169,193,MR PERSONNEL:,question
0011505151.json,257,169,357,185,B. R. Pellett,answer
0011505151.json,54,216,195,234,AUTHORIZED COST:,question
0011505151.json,256,211,461,258,"70,825 + +10 % (TOTAL 1987) +7.075 (2 -23 -88 77,900 TOTAL",answer
0011505151.json,57,311,151,326,Int. Init. Date,question
0011505151.json,56,324,159,338,Ext. Autho. Date,question
0011505151.json,57,338,160,353,Field Complete,question
0011505151.json,57,353,150,367,Final Rpt. Due,question
0011505151.json,173,307,236,322,,answer
0011505151.json,166,323,235,336,11- 16- 87,answer
0011505151.json,165,337,237,352,12- -7 -87,answer
0011505151.json,173,351,236,367,1- 11- 88,answer
0011505151.json,84,492,157,520,RELEASED TO ACCTG,question
0011505151.json,299,487,398,517,PAID OUT OF 1989 BUDGET,header
0011505151.json,208,385,285,398,PAID 1987,question
0011505151.json,207,398,345,412,DEC 1987 ACCRUAL,question
0011505151.json,208,412,356,426,CARRYOVER TO 1988,question
0011505151.json,88,568,160,586,2- 25- 88,answer
0011505151.json,297,547,341,560,YEA -,question
0011505151.json,299,559,340,570,CAPRI -,question
